D5523	,   2	,30	,39	   ,5
D5523	,   2	,30	,40	   ,5
D5523	,   2	,30	,41	   ,4.9
D5523	,   2	,30	,42	   ,4.7
D5523	,   2	,30	,43	   ,4.5
D5523	,   2	,30	,44	   ,4.3
D5523	,   2	,30	,45	   ,4.15
D5523	,   2	,30	,46	   ,3.55
D5523	,   2	,30	,47	   ,3.4
D5523	,   2	,30	,48	   ,3.3
D5523	,   2	,30	,49	   ,3.2
D5523	,   2	,30	,50	   ,3.0
D5523	,   2	,55	,0	   ,5
D5523	,   2	,55	,36.8	,5
D5523	,   2	,55	,38	   ,4.7
D5523	,   2	,55	,39	   ,4.5
D5523	,   2	,55	,40	   ,4.3
D5523	,   2	,55	,41	   ,4.1
D5523	,   2	,55	,42	   ,3.9
D5523	,   2	,55	,43	   ,3.7
D5523	,   2	,55	,44	   ,3.6
D5523	,   2	,55	,45	   ,3.4
D5523	,   2	,55	,46	   ,3.25
D5523	,   2	,55	,47	   ,3.1
D5523	,   2	,55	,48	   ,2.94
D5523	,   2	,55	,49	   ,2.82
D5523	,   2	,55	,50	   ,2.7
D5523	,   2	,55	,51	   ,2.58
D5523	,   2	,55	,52	   ,2.45
D5523	,   2	,55	,53	   ,2.35
D5523	,   2	,55	,54	   ,2.25
D5523	,   2	,55	,55	   ,2.15
